epoch,loss,pixel_acc,precision,recall,val_loss,val_pixel_acc,val_precision,val_recall
33,0.047994669526815414,0.9904753565788269,0.9832134246826172,0.978826642036438,0.028187287971377373,0.9945822358131409,0.9914657473564148,0.9859814047813416
34,0.04765794053673744,0.9905757308006287,0.9836593270301819,0.9788325428962708,0.02788620814681053,0.9946576356887817,0.9887741208076477,0.9890364408493042
35,0.04550597071647644,0.9909797310829163,0.9839423298835754,0.9804403781890869,0.029807478189468384,0.9942802786827087,0.9915388226509094,0.9846422076225281
36,0.04427798092365265,0.9911876320838928,0.9842053055763245,0.9807220697402954,0.02648821845650673,0.9949342608451843,0.9914760589599609,0.9874459505081177
37,0.04336066544055939,0.9914385080337524,0.9847659468650818,0.9808750748634338,0.02845042571425438,0.994450569152832,0.9922151565551758,0.9846731424331665
38,0.044963765889406204,0.9910110235214233,0.9837509989738464,0.9807310700416565,0.027416739612817764,0.9947202801704407,0.9916031956672668,0.9864206910133362
39,0.04307699203491211,0.9914594888687134,0.9857199788093567,0.9801620244979858,0.02631266787648201,0.9949367642402649,0.9874825477600098,0.9915357828140259
40,0.0421748124063015,0.9915190935134888,0.9845234751701355,0.9823694229125977,0.024897616356611252,0.9952600002288818,0.9893963932991028,0.9909299612045288
41,0.0424293652176857,0.9915761947631836,0.9857034087181091,0.9807857871055603,0.025190729647874832,0.9951560497283936,0.9891764521598816,0.990718424320221
42,0.04152068868279457,0.9917362332344055,0.9852651357650757,0.9821221232414246,0.024085290729999542,0.9954269528388977,0.9905298948287964,0.9904729723930359
43,0.04164157807826996,0.991753101348877,0.9847281575202942,0.982197642326355,0.0242368895560503,0.9954191446304321,0.9905259609222412,0.9904442429542542
44,0.04179216921329498,0.9916443228721619,0.985887348651886,0.9815528988838196,0.024301640689373016,0.9953604340553284,0.9900308847427368,0.9907029271125793
45,0.04135691747069359,0.9917824864387512,0.9858286380767822,0.9819965362548828,0.024618348106741905,0.9952442049980164,0.9891688823699951,0.9910964965820312
46,0.03901756927371025,0.9922288656234741,0.9860302805900574,0.9831375479698181,0.024069571867585182,0.9954010844230652,0.9908552765846252,0.990032970905304
47,0.0420406237244606,0.991636335849762,0.985303521156311,0.9816802740097046,0.024112684652209282,0.9953962564468384,0.9907732605934143,0.9900963306427002
48,0.039861880242824554,0.9921015501022339,0.9849437475204468,0.9835281372070312,0.024232780560851097,0.9953780174255371,0.9908159971237183,0.9899762272834778
49,0.04071042686700821,0.9918928146362305,0.9857121706008911,0.9821798801422119,0.024058517068624496,0.9954083561897278,0.9905884861946106,0.9903351664543152
